date,time,ft_str,ft_dec,stage_m,q_cfs,q_cumec
7/23/2021,5:00 PM,"54'04""",54.33,546.75,73540.0,2082.42
7/24/2021,5:00 PM,54'05'',54.42,546.77,73656.0,2085.71
7/20/2021,6:00 PM,"26'10""",26.83,538.36,23640.0,669.41
7/21/2021,6:00 PM,"32'2""",32.17,539.99,33147.0,938.62
7/22/2021,6:00 PM,"40'3""",40.25,542.45,59937.0,1697.23
7/23/2021,6:00 PM,"54'10""",54.83,546.9,74246.0,2102.41
7/24/2021,6:00 PM,54'04'',54.33,546.75,73540.0,2082.42
7/20/2021,7:00 PM,"26'10""",26.83,538.36,23640.0,669.41
7/21/2021,7:00 PM,"32'3""",32.25,540.02,33193.0,939.92
7/22/2021,7:00 PM,"40'9""",40.75,542.61,60446.0,1711.64
7/23/2021,7:00 PM,"55'02""",55.17,547.0,74730.0,2116.12
7/24/2021,7:00 PM,54'02'',54.17,546.7,73310.0,2075.91
7/20/2021,8:00 PM,"26'10""",26.83,538.36,23640.0,669.41
7/21/2021,8:00 PM,"32'5""",32.42,540.07,33285.0,942.53
7/22/2021,8:00 PM,"41'3""",41.25,542.76,60955.0,1726.05
7/23/2021,8:00 PM,"55'05""",55.42,547.08,75101.0,2126.62
7/24/2021,8:00 PM,54'0'',54.0,546.65,73084.0,2069.51
7/20/2021,9:00 PM,"26'10""",26.83,538.36,23640.0,669.41
7/21/2021,9:00 PM,"32'8""",32.67,540.14,33224.0,940.8
7/22/2021,9:00 PM,"41'8""",41.67,542.89,61379.0,1738.06
7/23/2021,9:00 PM,"55'08""",55.67,547.15,75478.0,2137.3
7/24/2021,9:00 PM,53'10'',53.83,546.6,72860.0,2063.17
7/20/2021,10:00 PM,"26'11""",26.92,538.39,23889.0,676.46
7/21/2021,10:00 PM,"32'10""",32.83,540.19,33516.0,949.07
7/22/2021,10:00 PM,"42'2""",42.17,543.04,61888.0,1752.47
7/23/2021,10:00 PM,"55'10""",55.83,547.21,75733.0,2144.52
7/24/2021,10:00 PM,53'08'',53.67,546.54,72639.0,2056.91
7/20/2021,11:00 PM,"27'0""",27.0,538.41,24138.0,683.51
7/21/2021,11:00 PM,"33'2""",33.17,540.29,33809.0,957.36
7/22/2021,11:00 PM,"42'7""",42.58,543.17,62323.0,1764.79
7/23/2021,11:00 PM,"55'11""",55.92,547.23,75832.0,2147.32
7/24/2021,11:00 PM,53'06'',53.5,546.49,72420.0,2050.71
7/25/2021,12:00 AM,53'04'',53.33,546.44,72205.0,2044.62
7/26/2021,12:00 AM,49'11'',49.92,545.4,68412.0,1937.21
7/27/2021,12:00 AM,47'02'',47.17,544.56,66096.0,1871.63
7/28/2021,12:00 AM,44'08'',44.67,543.8,64068.0,1814.2
7/29/2021,12:00 AM,42'05'',42.42,543.11,62143.0,1759.69
7/30/2021,12:00 AM,39'10'',39.83,542.33,58647.0,1660.7
7/31/2021,12:00 AM,36'11'',36.92,541.44,42023.0,1189.96
7/25/2021,1:00 AM,53'02'',53.17,546.39,71992.0,2038.59
7/26/2021,1:00 AM,49'09'',49.75,545.35,68257.0,1932.82
7/27/2021,1:00 AM,47'01'',47.08,544.54,66027.0,1869.68
7/28/2021,1:00 AM,44'07'',44.58,543.78,64001.0,1812.31
7/29/2021,1:00 AM,42'04'',42.33,543.09,62058.0,1757.29
7/30/2021,1:00 AM,39'09'',39.75,542.3,58128.0,1646.0
7/31/2021,1:00 AM,36'11'',36.92,541.44,42023.0,1189.96
7/25/2021,2:00 AM,53'0'',53.0,546.34,71783.0,2032.67
7/26/2021,2:00 AM,49'07'',49.58,545.3,68105.0,1928.52
7/27/2021,2:00 AM,47'0'',47.0,544.51,65959.0,1867.75
7/28/2021,2:00 AM,44'06'',44.5,543.75,63935.0,1810.44
7/29/2021,2:00 AM,42'02'',42.17,543.04,61888.0,1752.47
7/30/2021,2:00 AM,39'07'',39.58,542.25,57093.0,1616.69
7/31/2021,2:00 AM,36'11'',36.92,541.44,42023.0,1189.96
7/25/2021,3:00 AM,52'10'',52.83,546.29,71576.0,2026.81
7/26/2021,3:00 AM,49'05'',49.42,545.25,67956.0,1924.3
7/27/2021,3:00 AM,46'11'',46.92,544.49,65888.0,1865.74
7/28/2021,3:00 AM,44'05'',44.42,543.72,63686.0,1803.39
7/29/2021,3:00 AM,42'02'',42.17,543.04,61888.0,1752.47
7/30/2021,3:00 AM,39'06'',39.5,542.23,56575.0,1602.03
7/31/2021,3:00 AM,36'11'',36.92,541.44,42023.0,1189.96
7/25/2021,4:00 AM,52'08'',52.67,546.24,71372.0,2021.03
7/26/2021,4:00 AM,49'04'',49.33,545.22,67876.0,1922.03
7/27/2021,4:00 AM,46'10'',46.83,544.46,65817.0,1863.73
7/28/2021,4:00 AM,44'04'',44.33,543.7,63802.0,1806.67
7/29/2021,4:00 AM,42'01'',42.08,543.01,63803.0,1806.7
7/30/2021,4:00 AM,39'05'',39.42,542.2,56057.0,1587.36
7/31/2021,4:00 AM,36'10'',36.83,541.41,41762.0,1182.57
7/25/2021,5:00 AM,52'06'',52.5,546.19,71170.0,2015.31
7/26/2021,5:00 AM,49'02'',49.17,545.17,67733.0,1917.98
7/27/2021,5:00 AM,46'09'',46.75,544.44,65747.0,1861.75
7/28/2021,5:00 AM,44'03'',44.25,543.67,63735.0,1804.77
7/29/2021,5:00 AM,41'11'',41.92,542.96,61634.0,1745.28
7/30/2021,5:00 AM,39'04'',39.33,542.17,55539.0,1572.69
7/31/2021,5:00 AM,36'08'',36.67,541.36,41501.0,1175.18
7/25/2021,6:00 AM,52'05'',52.42,546.16,71071.0,2012.51
7/26/2021,6:00 AM,49'01'',49.08,545.15,67659.0,1915.89
7/27/2021,6:00 AM,46'07'',46.58,544.39,65605.0,1857.73
7/28/2021,6:00 AM,44'01'',44.08,543.62,63602.0,1801.01
7/29/2021,6:00 AM,41'10'',41.83,542.94,61549.0,1742.87
7/30/2021,6:00 AM,39'02'',39.17,542.12,54503.0,1543.35
7/31/2021,6:00 AM,36'07'',36.58,541.34,40979.0,1160.4
7/25/2021,7:00 AM,52'03'',52.25,546.11,70874.0,2006.93
7/26/2021,7:00 AM,49'0'',49.0,545.12,67585.0,1913.79
7/27/2021,7:00 AM,46'06'',46.5,544.36,65534.0,1855.72
7/28/2021,7:00 AM,44'0'',44.0,543.6,63536.0,1799.14
7/29/2021,7:00 AM,41'09'',41.75,542.91,61464.0,1740.47
7/30/2021,7:00 AM,39'00'',39.0,542.07,53467.0,1514.02
7/31/2021,7:00 AM,36'05'',36.42,541.29,40458.0,1145.64
7/25/2021,8:00 AM,52'01'',52.08,546.06,70679.0,2001.41
7/26/2021,8:00 AM,48'10'',48.83,545.07,67435.0,1909.55
7/27/2021,8:00 AM,46'04'',46.33,544.31,65401.0,1851.95
7/28/2021,8:00 AM,43'11'',43.92,543.57,63469.0,1797.24
7/29/2021,8:00 AM,41'07'',41.58,542.83,61294.0,1735.65
7/30/2021,8:00 AM,38'10'',38.83,542.02,52372.0,1483.01
7/31/2021,8:00 AM,36'04'',36.33,541.26,40197.0,1138.25
7/25/2021,9:00 AM,52'0'',52.0,546.04,70583.0,1998.69
7/26/2021,9:00 AM,48'09'',48.75,545.05,67359.0,1907.39
7/27/2021,9:00 AM,46'02'',46.17,544.26,65267.0,1848.16
7/28/2021,9:00 AM,43'10'',43.83,543.55,63402.0,1795.34
7/29/2021,9:00 AM,41'06'',41.5,542.84,61209.0,1733.25
7/30/2021,9:00 AM,38'08'',38.67,541.97,51277.0,1452.0
7/31/2021,9:00 AM,36'02'',36.17,541.21,39675.0,1123.47
7/25/2021,10:00 AM,51'11'',51.92,546.01,70488.0,1996.0
7/26/2021,10:00 AM,48'08'',48.67,545.02,67284.0,1905.27
7/27/2021,10:00 AM,46'0'',46.0,544.21,65134.0,1844.39
7/28/2021,10:00 AM,43'9'',43.75,543.52,63336.0,1793.48
7/29/2021,10:00 AM,41'05'',41.42,542.81,61125.0,1730.87
7/30/2021,10:00 AM,38'06'',38.5,541.92,50183.0,1421.02
7/31/2021,10:00 AM,36'00'',36.0,541.16,39153.0,1108.69
7/25/2021,11:00 AM,51'10'',51.83,545.99,70393.0,1993.31
7/26/2021,11:00 AM,48'06'',48.5,544.97,67134.0,1901.02
7/27/2021,11:00 AM,45'11'',45.92,544.18,65068.0,1842.52
7/28/2021,11:00 AM,43'8'',43.67,543.5,63269.0,1791.58
7/29/2021,11:00 AM,41'04'',41.33,542.78,61040.0,1728.46
7/30/2021,11:00 AM,38'04'',38.33,541.87,49088.0,1390.02
7/31/2021,11:00 AM,35'10'',35.83,541.11,38631.0,1093.91
7/25/2021,12:00 PM,51'08'',51.67,545.93,70206.0,1988.01
7/26/2021,12:00 PM,48'05'',48.42,544.94,67075.0,1899.35
7/27/2021,12:00 PM,45'10'',45.83,544.16,65001.0,1840.62
7/28/2021,12:00 PM,43'07'',43.58,543.47,63203.0,1789.71
7/29/2021,12:00 PM,41'03'',41.25,542.76,60955.0,1726.05
7/30/2021,12:00 PM,38'02'',38.17,541.82,47993.0,1359.01
7/31/2021,12:00 PM,35'09'',35.75,541.08,38370.0,1086.52
7/25/2021,1:00 PM,51'06'',51.5,545.88,70022.0,1982.8
7/26/2021,1:00 PM,48'04'',48.33,544.92,67016.0,1897.68
7/27/2021,1:00 PM,45'09'',45.75,544.13,64934.0,1838.73
7/28/2021,1:00 PM,43'06'',43.5,543.45,63136.0,1787.81
7/29/2021,1:00 PM,41'01'',41.08,542.71,60785.0,1721.24
7/30/2021,1:00 PM,38'00'',38.0,541.77,46898.0,1328.0
7/31/2021,1:00 PM,35'08'',35.67,541.06,38109.0,1079.13
7/25/2021,2:00 PM,51'04'',51.33,545.83,69840.0,1977.65
7/26/2021,2:00 PM,48'03'',48.25,544.89,66957.0,1896.01
7/27/2021,2:00 PM,45'08'',45.67,544.11,64867.0,1836.83
7/28/2021,2:00 PM,43'05'',43.42,543.42,63070.0,1785.94
7/29/2021,2:00 PM,41'00'',41.0,542.68,60700.0,1718.83
7/30/2021,2:00 PM,37'10'',37.83,541.72,46129.0,1306.23
7/31/2021,2:00 PM,35'07'',35.58,541.03,37848.0,1071.74
7/25/2021,3:00 PM,51'01'',51.08,545.76,69573.0,1970.09
7/26/2021,3:00 PM,48'01'',48.08,544.84,66839.0,1892.67
7/27/2021,3:00 PM,45'07'',45.58,544.08,64801.0,1834.96
7/28/2021,3:00 PM,43'04'',43.33,543.39,63003.0,1784.05
7/29/2021,3:00 PM,40'10'',40.83,542.63,60531.0,1714.05
7/30/2021,3:00 PM,37'09'',37.75,541.69,45745.0,1295.35
7/31/2021,3:00 PM,35'06'',35.5,541.01,37588.0,1064.37
7/25/2021,4:00 PM,51'0'',51.0,545.73,69486.0,1967.62
7/26/2021,4:00 PM,48'0'',48.0,544.82,66780.0,1891.0
7/27/2021,4:00 PM,45'06'',45.5,544.05,64734.0,1833.06
7/28/2021,4:00 PM,43'03'',43.25,543.37,62937.0,1782.18
7/29/2021,4:00 PM,40'09'',40.75,542.61,60446.0,1711.64
7/30/2021,4:00 PM,37'09'',37.75,541.69,45745.0,1295.35
7/31/2021,4:00 PM,35'05'',35.42,540.98,37327.0,1056.98
7/25/2021,5:00 PM,51'0'',51.0,545.73,69486.0,1967.62
7/26/2021,5:00 PM,47'10'',47.83,544.77,66643.0,1887.12
7/27/2021,5:00 PM,45'05'',45.42,544.03,64667.0,1831.17
7/28/2021,5:00 PM,43'02'',43.17,543.34,62870.0,1780.28
7/29/2021,5:00 PM,40'08'',40.67,542.58,60361.0,1709.23
7/30/2021,5:00 PM,37'07'',37.58,541.64,44975.0,1273.55
7/31/2021,5:00 PM,35'04'',35.33,540.96,37066.0,1049.59
7/25/2021,6:00 PM,50'9'',50.75,545.66,69227.0,1960.29
7/26/2021,6:00 PM,47'09'',47.75,544.74,66574.0,1885.17
7/27/2021,6:00 PM,45'04'',45.33,544.0,64601.0,1829.3
7/28/2021,6:00 PM,43'00'',43.0,543.29,62737.0,1776.51
7/29/2021,6:00 PM,40'08'',40.67,542.58,60361.0,1709.23
7/30/2021,6:00 PM,37'05'',37.42,541.59,44207.0,1251.8
7/31/2021,6:00 PM,35'03'',35.25,540.93,36805.0,1042.2
7/25/2021,7:00 PM,50'07'',50.58,545.6,69057.0,1955.48
7/26/2021,7:00 PM,47'08'',47.67,544.72,66506.0,1883.24
7/27/2021,7:00 PM,45'02'',45.17,543.95,64468.0,1825.53
7/28/2021,7:00 PM,42'10'',42.83,543.24,62567.0,1771.7
7/29/2021,7:00 PM,40'07'',40.58,542.56,60276.0,1706.83
7/30/2021,7:00 PM,37'03'',37.25,541.54,43437.0,1230.0
7/31/2021,7:00 PM,35'02'',35.17,540.9,36544.0,1034.81
7/25/2021,8:00 PM,50'06'',50.5,545.58,68975.0,1953.15
7/26/2021,8:00 PM,47'06'',47.5,544.66,66369.0,1879.36
7/27/2021,8:00 PM,45'0'',45.0,543.9,64334.0,1821.74
7/28/2021,8:00 PM,42'09'',42.75,543.22,62482.0,1769.29
7/29/2021,8:00 PM,40'06'',40.5,542.53,60192.0,1704.45
7/30/2021,8:00 PM,37'01'',37.08,541.5,42668.0,1208.22
7/31/2021,8:00 PM,35'00'',35.0,540.85,36022.0,1020.03
7/25/2021,9:00 PM,50'05'',50.42,545.55,68893.0,1950.83
7/26/2021,9:00 PM,47'05'',47.42,544.64,66301.0,1877.44
7/27/2021,9:00 PM,44'10'',44.83,543.85,64201.0,1817.97
7/28/2021,9:00 PM,42'08'',42.67,543.19,62398.0,1766.91
7/29/2021,9:00 PM,40'04'',40.33,542.48,60022.0,1699.63
7/30/2021,9:00 PM,37'00'',37.0,541.46,42284.0,1197.35
7/31/2021,9:00 PM,34'10'',34.83,540.8,35821.0,1014.34
7/25/2021,10:00 PM,50'03'',50.25,545.5,68729.0,1946.19
7/26/2021,10:00 PM,47'04'',47.33,544.61,66232.0,1875.48
7/27/2021,10:00 PM,44'09'',44.75,543.83,64135.0,1816.1
7/28/2021,10:00 PM,42'07'',42.58,543.17,62313.0,1764.51
7/29/2021,10:00 PM,40'02'',40.17,542.53,59852.0,1694.82
7/30/2021,10:00 PM,37'00'',37.0,541.46,42284.0,1197.35
7/31/2021,10:00 PM,34'09'',34.75,540.78,35720.0,1011.48
7/25/2021,11:00 PM,50'01'',50.08,545.45,68569.0,1941.66
7/26/2021,11:00 PM,47'03'',47.25,544.59,66164.0,1873.56
7/27/2021,11:00 PM,44'08'',44.67,543.8,64068.0,1814.2
7/28/2021,11:00 PM,42'06'',42.5,543.14,62280.0,1763.57
7/29/2021,11:00 PM,40'00'',40.0,542.38,59682.0,1690.01
7/30/2021,11:00 PM,37'00'',37.0,541.46,42284.0,1197.35
7/31/2021,11:00 PM,34'08'',34.67,540.75,35619.0,1008.62
8/1/2021,12:00 AM,34'07'',34.58,540.73,35518.0,1005.76
8/2/2021,12:00 AM,31'10'',31.83,539.89,32946.0,932.93
8/3/2021,12:00 AM,27'05'',27.42,538.54,24998.0,707.86
8/4/2021,12:00 AM,22'05'',22.42,537.02,15726.0,445.31
8/5/2021,12:00 AM,27'02'',27.17,538.47,24482.0,693.25
8/6/2021,12:00 AM,29'11'',29.92,539.3,30164.0,854.15
8/7/2021,12:00 AM,27'04'',27.33,538.52,24826.0,702.99
8/8/2021,12:00 AM,23'06'',23.5,537.35,17210.0,487.33
8/1/2021,1:00 AM,34'06'',34.5,540.7,35417.0,1002.9
8/2/2021,1:00 AM,31'09'',31.75,539.86,32891.0,931.37
8/3/2021,1:00 AM,27'03'',27.25,538.49,24654.0,698.12
8/4/2021,1:00 AM,22'04'',22.33,536.99,15627.0,442.51
8/5/2021,1:00 AM,27'05'',27.42,538.54,24958.0,706.73
8/6/2021,1:00 AM,29'11'',29.92,539.3,30164.0,854.15
8/7/2021,1:00 AM,27'02'',27.17,538.47,24482.0,693.25
8/8/2021,1:00 AM,23'04'',23.33,537.3,16947.0,479.89
8/1/2021,2:00 AM,34'05'',34.42,540.68,35316.0,1000.04
8/2/2021,2:00 AM,31'08'',31.67,539.84,32837.0,929.84
8/3/2021,2:00 AM,27'00'',27.0,538.41,24138.0,683.51
8/4/2021,2:00 AM,22'01'',22.08,536.92,15329.0,434.07
8/5/2021,2:00 AM,27'09'',27.75,538.64,25687.0,727.37
8/6/2021,2:00 AM,29'11'',29.92,539.3,30164.0,854.15
8/7/2021,2:00 AM,27'0'',27.0,538.41,24138.0,683.51
8/8/2021,2:00 AM,23'02'',23.17,537.25,16684.0,472.44
8/1/2021,3:00 AM,34'04'',34.33,540.65,35215.0,997.18
8/2/2021,3:00 AM,31'07'',31.58,539.81,32783.0,928.31
8/3/2021,3:00 AM,26'09'',26.75,538.34,23391.0,662.36
8/4/2021,3:00 AM,22'00'',22.0,536.89,15230.0,431.27
8/5/2021,3:00 AM,27'11'',27.92,538.69,26031.0,737.12
8/6/2021,3:00 AM,29'09'',29.75,539.25,29819.0,844.38
8/7/2021,3:00 AM,26'10'',26.83,538.36,23640.0,669.41
8/8/2021,3:00 AM,23'0'',23.0,537.2,16421.0,464.99
8/1/2021,4:00 AM,34'03'',34.25,540.63,35115.0,994.35
8/2/2021,4:00 AM,31'06'',31.5,539.79,32728.0,926.75
8/3/2021,4:00 AM,26'06'',26.5,538.26,22645.0,641.24
8/4/2021,4:00 AM,22'03'',22.25,536.97,15528.0,439.7
8/5/2021,4:00 AM,28'01'',28.08,538.74,26376.0,746.89
8/6/2021,4:00 AM,29'09'',29.75,539.25,29819.0,844.38
8/7/2021,4:00 AM,26'08'',26.67,538.31,23143.0,655.34
8/8/2021,4:00 AM,22'10'',22.83,537.14,16223.0,459.38
8/1/2021,5:00 AM,34'01'',34.08,540.57,34913.0,988.63
8/2/2021,5:00 AM,31'04'',31.33,539.74,32619.0,923.67
8/3/2021,5:00 AM,26'02'',26.17,538.16,21650.0,613.06
8/4/2021,5:00 AM,22'06'',22.5,537.04,15825.0,448.11
8/5/2021,5:00 AM,28'03'',28.25,538.8,26720.0,756.63
8/6/2021,5:00 AM,29'05'',29.42,539.15,29131.0,824.9
8/7/2021,5:00 AM,26'6'',26.5,538.26,22645.0,641.24
8/8/2021,5:00 AM,22'08'',22.67,537.09,16024.0,453.75
8/1/2021,6:00 AM,34'00'',34.0,540.55,34812.0,985.77
8/2/2021,6:00 AM,31'02'',31.17,539.98,32510.0,920.58
8/3/2021,6:00 AM,25'10'',25.83,538.06,20889.0,591.51
8/4/2021,6:00 AM,22'09'',22.75,537.12,16123.0,456.55
8/5/2021,6:00 AM,28'06'',28.5,538.87,27237.0,771.27
8/6/2021,6:00 AM,29'05'',29.42,539.15,29131.0,824.9
8/7/2021,6:00 AM,26'04'',26.33,538.21,22147.0,627.13
8/8/2021,6:00 AM,22'06'',22.5,537.04,15825.0,448.11
8/1/2021,7:00 AM,33'11'',33.92,540.52,34712.0,982.93
8/2/2021,7:00 AM,30'11'',30.92,539.61,32232.0,912.71
8/3/2021,7:00 AM,25'06'',25.5,537.96,20363.0,576.62
8/4/2021,7:00 AM,22'10'',22.83,537.14,16223.0,459.38
8/5/2021,7:00 AM,28'09'',28.75,538.95,27753.0,785.88
8/6/2021,7:00 AM,29'4'',29.33,539.13,28958.0,820.0
8/7/2021,7:00 AM,26'02'',26.17,538.16,21650.0,613.06
8/8/2021,7:00 AM,22'05'',22.42,537.02,15726.0,445.31
8/1/2021,8:00 AM,33'10'',33.83,540.5,34612.0,980.1
8/2/2021,8:00 AM,30'08'',30.67,539.53,31725.0,898.35
8/3/2021,8:00 AM,25'03'',25.25,537.88,19969.0,565.46
8/4/2021,8:00 AM,22'11'',22.92,537.17,16322.0,462.19
8/5/2021,8:00 AM,28'11'',28.92,539.0,28097.0,795.62
8/6/2021,8:00 AM,29'4'',29.33,539.13,28958.0,820.0
8/7/2021,8:00 AM,26'0'',26.0,538.11,21152.0,598.96
8/8/2021,8:00 AM,22'03'',22.25,536.97,15528.0,439.7
8/1/2021,9:00 AM,33'09'',33.75,540.47,34511.0,977.24
8/2/2021,9:00 AM,30'05'',30.42,539.46,31211.0,883.8
8/3/2021,9:00 AM,24'11'',24.92,537.78,19444.0,550.59
8/4/2021,9:00 AM,23'00'',23.0,537.2,16421.0,464.99
8/5/2021,9:00 AM,29'01'',29.08,539.05,28442.0,805.39
8/6/2021,9:00 AM,29'03'',29.25,539.1,28786.0,815.13
8/7/2021,9:00 AM,25'10'',25.83,538.06,20889.0,591.51
8/8/2021,9:00 AM,22'02'',22.17,536.94,15428.0,436.87
8/1/2021,10:00 AM,33'08'',33.67,540.45,34411.0,974.41
8/2/2021,10:00 AM,30'01'',30.08,539.35,30511.0,863.98
8/3/2021,10:00 AM,24'08'',24.67,537.7,19050.0,539.44
8/4/2021,10:00 AM,23'00'',23.0,537.2,16421.0,464.99
8/5/2021,10:00 AM,29'03'',29.25,539.1,28786.0,815.13
8/6/2021,10:00 AM,29'2'',29.17,539.08,28614.0,810.26
8/7/2021,10:00 AM,25'08'',25.67,538.01,20626.0,584.06
8/8/2021,10:00 AM,22'00'',22.0,536.89,15230.0,431.27
8/1/2021,11:00 AM,33'06'',33.5,540.4,34210.0,968.72
8/2/2021,11:00 AM,29'09'',29.75,538.25,29819.0,844.38
8/3/2021,11:00 AM,24'08'',24.67,537.7,19050.0,539.44
8/4/2021,11:00 AM,23'01'',23.08,537.22,16553.0,468.73
8/5/2021,11:00 AM,29'05'',29.42,539.15,29131.0,824.9
8/6/2021,11:00 AM,29'01'',29.08,539.05,28442.0,805.39
8/7/2021,11:00 AM,25'06'',25.5,537.96,20363.0,576.62
8/8/2021,11:00 AM,21'10'',21.83,536.84,15031.0,425.63
8/1/2021,12:00 PM,33'05'',33.42,540.37,34110.0,965.89
8/2/2021,12:00 PM,29'06'',29.5,539.18,29303.0,829.77
8/3/2021,12:00 PM,24'06'',24.5,537.65,18787.0,531.99
8/4/2021,12:00 PM,23'05'',23.42,537.32,17078.0,483.6
8/5/2021,12:00 PM,29'05'',29.42,539.15,29131.0,824.9
8/6/2021,12:00 PM,29'0'',29.0,539.02,28270.0,800.52
8/7/2021,12:00 PM,25'04'',25.33,537.91,20101.0,569.2
8/8/2021,12:00 PM,21'09'',21.75,536.81,14932.0,422.83
8/1/2021,1:00 PM,33'02'',33.17,540.29,33809.0,957.36
8/2/2021,1:00 PM,29'02'',29.17,539.08,28614.0,810.26
8/3/2021,1:00 PM,24'04'',24.33,537.6,18524.0,524.54
8/4/2021,1:00 PM,23'08'',23.67,537.4,17471.0,494.72
8/5/2021,1:00 PM,29'06'',29.5,539.18,29303.0,829.77
8/6/2021,1:00 PM,28'11'',28.92,539.0,28097.0,795.62
8/7/2021,1:00 PM,25'02'',25.17,537.86,19838.0,561.75
8/8/2021,1:00 PM,21'08'',21.67,536.79,14832.0,420.0
8/1/2021,2:00 PM,33'00'',33.0,540.24,33609.0,951.7
8/2/2021,2:00 PM,28'11'',28.92,539.0,28097.0,795.62
8/3/2021,2:00 PM,24'01'',24.08,537.53,18130.0,513.38
8/4/2021,2:00 PM,24'00'',24.0,537.5,17998.0,509.65
8/5/2021,2:00 PM,29'09'',29.75,539.25,29819.0,844.38
8/6/2021,2:00 PM,28'10'',28.83,538.97,27925.0,790.75
8/7/2021,2:00 PM,25'0'',25.0,537.8,19575.0,554.3
8/8/2021,2:00 PM,21'07'',21.58,536.76,14733.0,417.19
8/1/2021,3:00 PM,33'00'',33.0,540.24,33609.0,951.7
8/2/2021,3:00 PM,28'08'',28.67,538.92,27581.0,781.01
8/3/2021,3:00 PM,23'10'',23.83,537.45,17736.0,502.23
8/4/2021,3:00 PM,24'04'',24.33,537.6,18524.0,524.54
8/5/2021,3:00 PM,29'08'',29.67,539.23,29647.0,839.51
8/6/2021,3:00 PM,28'09'',28.75,538.95,27753.0,785.88
8/7/2021,3:00 PM,24'10'',24.83,537.75,19312.0,546.85
8/8/2021,3:00 PM,21'06'',21.5,536.74,14634.0,414.39
8/1/2021,4:00 PM,32'11'',32.92,540.22,33562.0,950.37
8/2/2021,4:00 PM,27'07'',27.58,538.9,27409.0,776.14
8/3/2021,4:00 PM,23'07'',23.58,537.37,17341.0,491.04
8/4/2021,4:00 PM,24'08'',24.67,537.7,19050.0,539.44
8/5/2021,4:00 PM,29'09'',29.75,539.25,29819.0,844.38
8/6/2021,4:00 PM,28'8'',28.67,538.92,27581.0,781.01
8/7/2021,4:00 PM,24'08'',24.67,537.7,19050.0,539.44
8/8/2021,4:00 PM,21'05'',21.42,536.71,14537.0,411.64
8/1/2021,5:00 PM,32'08'',32.67,540.14,33424.0,946.46
8/2/2021,5:00 PM,28'05'',28.42,538.85,27094.0,767.22
8/3/2021,5:00 PM,23'04'',23.33,537.3,16947.0,479.89
8/4/2021,5:00 PM,24'11'',24.92,537.78,19444.0,550.59
8/5/2021,5:00 PM,29'09'',29.75,539.25,29819.0,844.38
8/6/2021,5:00 PM,28'06'',28.5,538.87,27237.0,771.27
8/7/2021,5:00 PM,24'06'',24.5,537.65,18787.0,531.99
8/8/2021,5:00 PM,21'03'',21.25,536.66,14336.0,405.95
8/1/2021,6:00 PM,32'07'',32.58,540.12,33378.0,945.16
8/2/2021,6:00 PM,28'04'',28.33,538.82,26832.0,759.8
8/3/2021,6:00 PM,23'01'',23.08,537.22,16553.0,468.73
8/4/2021,6:00 PM,25'03'',25.25,537.88,19969.0,565.46
8/5/2021,6:00 PM,29'10'',29.83,539.28,29991.0,849.25
8/6/2021,6:00 PM,28'04'',28.33,538.82,26892.0,761.5
8/7/2021,6:00 PM,24'04'',24.33,537.6,18524.0,524.54
8/8/2021,6:00 PM,21'0'',21.0,536.59,14038.0,397.51
8/1/2021,7:00 PM,32'06'',32.5,540.09,33332.0,943.86
8/2/2021,7:00 PM,28'03'',28.25,538.8,26720.0,756.63
8/3/2021,7:00 PM,22'10'',22.83,537.14,16223.0,459.38
8/4/2021,7:00 PM,25'06'',25.5,537.96,20363.0,576.62
8/5/2021,7:00 PM,29'10'',29.83,539.28,29991.0,849.25
8/6/2021,7:00 PM,28'02'',28.17,538.77,26548.0,751.76
8/7/2021,7:00 PM,24'03'',24.25,537.58,18392.0,520.8
8/8/2021,7:00 PM,20'10'',20.83,536.53,13766.0,389.81
8/1/2021,8:00 PM,32'05'',32.42,540.07,33285.0,942.53
8/2/2021,8:00 PM,28'02'',28.17,538.77,26548.0,751.76
8/3/2021,8:00 PM,22'09'',22.75,537.12,16123.0,456.55
8/4/2021,8:00 PM,25'09'',25.75,538.03,20768.0,588.08
8/5/2021,8:00 PM,29'10'',29.83,539.28,29991.0,849.25
8/6/2021,8:00 PM,28'0'',28.0,538.72,26204.0,742.01
8/7/2021,8:00 PM,24'01'',24.08,537.53,18130.0,513.38
8/8/2021,8:00 PM,20'08'',20.67,536.48,13494.0,382.11
8/1/2021,9:00 PM,32'03'',32.25,540.02,33193.0,939.92
8/2/2021,9:00 PM,28'00'',28.0,538.62,26204.0,742.01
8/3/2021,9:00 PM,22'08'',22.67,537.09,16024.0,453.75
8/4/2021,9:00 PM,26'01'',26.08,538.14,21401.0,606.01
8/5/2021,9:00 PM,29'10'',29.83,539.28,29991.0,849.25
8/6/2021,9:00 PM,27'10'',27.83,538.67,25859.0,732.25
8/7/2021,9:00 PM,23'11'',23.92,537.47,17867.0,505.94
8/8/2021,9:00 PM,20'06'',20.5,536.43,13223.0,374.43
8/1/2021,10:00 PM,32'01'',32.08,539.96,33101.0,937.32
8/2/2021,10:00 PM,27'10'',27.83,538.67,25859.0,732.25
8/3/2021,10:00 PM,22'07'',22.58,537.07,15925.0,450.95
8/4/2021,10:00 PM,26'04'',26.33,538.21,22147.0,627.13
8/5/2021,10:00 PM,29'11'',29.92,539.3,30164.0,854.15
8/6/2021,10:00 PM,27'8'',27.67,538.62,25515.0,722.5
